tier,semantic_overall,semantic_experience,semantic_projects,semantic_skills_context,semantic_education,keyword_score,required_skill_coverage,preferred_skill_coverage,tfidf_similarity,skill_count,required_skill_count,matched_required_count,missing_required_count,experience_relevance,project_relevance,education_relevance,relevance_label
LOW,0.3070372884235709,0.4635954734834473,0.3660685165209034,0.41869976511854745,0.3809321751841307,0.2630872097606854,0.37577333259570406,0.1881160510163149,0.0,5,8,3,5,0.4635954734834473,0.3660685165209034,0.3809321751841307,19.19
MEDIUM,0.6380673676425485,0.5775208329474794,0.7019915566718806,0.6633826976328869,0.360893918425951,0.3067071109367419,0.38850977526196323,0.009736985303967053,0.3582692435938527,4,8,3,5,0.5775208329474794,0.7019915566718806,0.360893918425951,22.99
LOW,0.1826272706399684,0.125531792891914,0.10550407666790214,0.16354125756610713,0.17483873802190378,0.11531122584109504,0.16040204186943807,0.0,0.09535000359716098,3,10,2,8,0.125531792891914,0.10550407666790214,0.17483873802190378,4.72
LOW,0.11103361894353957,0.0372018256352423,0.0,0.2055316858545117,0.12396895086526263,0.17728317810135463,0.20989842071034764,0.12955827667773895,0.12716235169799128,3,7,1,6,0.0372018256352423,0.0,0.12396895086526263,2.08
LOW,0.30202020414560854,0.3154507869316399,0.41129894615598334,0.4011952637062819,0.07336171214542561,0.1534125230101444,0.17325760627100506,0.09836756031914144,0.14892223591856532,3,8,1,7,0.3154507869316399,0.41129894615598334,0.07336171214542561,9.11
HIGH,0.5556659557271945,0.5214775740018074,0.40817187617550627,0.47329480027533405,0.42068391564622637,0.8105833817437915,0.9268923431968518,0.587361661591869,0.6848782175365333,20,11,10,1,0.5214775740018074,0.40817187617550627,0.42068391564622637,76.18
HIGH,0.7626887721451525,0.6671639337431807,0.9063555568954944,0.8538875931634106,0.41398950510749644,0.7508590372493534,0.8368785219599454,0.7342497528089653,0.5094098675579655,17,9,8,1,0.6671639337431807,0.9063555568954944,0.41398950510749644,86.32
MEDIUM,0.7404666157210495,0.7886806394900759,0.6325142686611989,0.9073863423989094,0.6281945264917863,0.49154150215441283,0.607022143762147,0.4793266912396856,0.15731438824593746,8,4,2,2,0.7886806394900759,0.6325142686611989,0.6281945264917863,70.82
MEDIUM,0.6551005796890973,0.7607982423444725,0.6567492762319336,0.7498011333952753,0.6108299443678411,0.447603411876746,0.5379727043375685,0.30724488789103555,0.31685405847998904,8,3,2,1,0.7607982423444725,0.6567492762319336,0.6108299443678411,58.82
LOW,0.2344674420361374,0.23098933198817712,0.0747056908397929,0.3674750229084066,0.1273443246851243,0.15833941388224354,0.12586758469637924,0.23579827784518279,0.17829603747689718,4,9,1,8,0.23098933198817712,0.0747056908397929,0.1273443246851243,2.45
LOW,0.32947841094572494,0.27530706541531136,0.24961174654622484,0.33576672717266015,0.24084058877178685,0.16662519118848132,0.2777086519808022,0.0,0.0,3,10,3,7,0.27530706541531136,0.24961174654622484,0.24084058877178685,10.89
LOW,0.2094252273797083,0.2912582419417529,0.2374522853055108,0.23424079090378416,0.17694316758474946,0.013069046464702761,0.0,0.0014834011592094521,0.06386183116430436,1,7,0,7,0.2912582419417529,0.2374522853055108,0.17694316758474946,1.24
HIGH,0.5519795972959299,0.5512727663520518,0.6089030916098321,0.47805294369818435,0.3671024407303631,0.819023602176159,0.937324169238988,0.6522417718959032,0.6309037312679276,16,8,7,1,0.5512727663520518,0.6089030916098321,0.3671024407303631,68.55
MEDIUM,0.4619967332990844,0.3825701710746364,0.5085611992867055,0.563430613806286,0.257388406512958,0.32365928748563677,0.4408551783583062,0.19717028861573627,0.09856061373752886,8,12,5,7,0.3825701710746364,0.5085611992867055,0.257388406512958,24.52
HIGH,0.6612032533606018,0.6055865040275364,0.7762491083014461,0.5613042280754974,0.30898885422358746,0.7968467000267246,0.9441427265829929,0.6285587007381382,0.5232466196465062,18,9,8,1,0.6055865040275364,0.7762491083014461,0.30898885422358746,79.56
HIGH,0.5331904850328171,0.47715621452957324,0.4464412897609027,0.554726948914672,0.19336184845199564,0.7506615944970788,0.8642271925651813,0.6153850283336448,0.5452413664562057,17,9,8,1,0.47715621452957324,0.4464412897609027,0.19336184845199564,67.19
LOW,0.16799673114541658,0.2815271605497606,0.1419865511898687,0.16669515808383278,0.10372297705161877,0.16978893550354035,0.22774623303587901,0.0580151805104048,0.10769079789965993,5,11,3,8,0.2815271605497606,0.1419865511898687,0.10372297705161877,13.27
LOW,0.08198800582988873,0.0994080796504479,0.1436470398663636,0.04045716163457267,0.0,0.2910020164191983,0.36726116032075573,0.16858766667536404,0.18463893445836052,4,7,3,4,0.0994080796504479,0.1436470398663636,0.0,15.69
MEDIUM,0.35970730052447836,0.31083873817311536,0.28665158561366116,0.3188036893533118,0.33930346551300244,0.3322950114183338,0.3235502714908072,0.47581049366878525,0.21501374895046216,9,8,3,5,0.31083873817311536,0.28665158561366116,0.33930346551300244,24.4
MEDIUM,0.3966772879390563,0.35096327402374405,0.5022591716962941,0.39868123322465054,0.2650792722348446,0.37027539314241215,0.4533020916471871,0.2684112357738635,0.22305945499663585,8,10,5,5,0.35096327402374405,0.5022591716962941,0.2650792722348446,15.38
LOW,0.1720609172429791,0.12519785989839494,0.2449854068387948,0.0,0.2780670485670744,0.21616318514139496,0.32656133125369896,0.0371946736805182,0.06393725826535986,5,9,3,6,0.12519785989839494,0.2449854068387948,0.2780670485670744,6.25
HIGH,0.9113692721202004,0.9878591961150445,0.9239175143837484,0.9254312920594039,0.7000901933337923,0.723695443125874,0.9592850628836008,0.23272666450240642,0.5078953624761608,14,7,7,0,0.9878591961150445,0.9239175143837484,0.7000901933337923,90.24
LOW,0.0650857614436623,0.010546158520812157,0.07743337156098717,0.1316558105108922,0.2086923749666793,0.16735471545307856,0.16563749601387812,0.1830480909624985,0.15681299826126002,3,9,1,8,0.010546158520812157,0.07743337156098717,0.2086923749666793,0.0
MEDIUM,0.3142088560653933,0.3419754019452337,0.3098550552428402,0.2809682658381784,0.28642706187545613,0.3990328551538767,0.5199266249366838,0.16736416924295427,0.26802023171637795,7,10,5,5,0.3419754019452337,0.3098550552428402,0.28642706187545613,27.44
LOW,0.1239190108630546,0.10045083589989529,0.0,0.1326902263956412,0.0,0.22622701267424872,0.3286924660667348,0.09080275769658115,0.05425490747445807,4,10,3,7,0.10045083589989529,0.0,0.0,4.23
HIGH,0.8309506304332777,0.9807798861607334,0.697063112177913,0.7656888351839444,0.5886467994540995,0.7511717305768213,0.8587444690393078,0.6437369987714204,0.5358882469947631,16,9,8,1,0.9807798861607334,0.697063112177913,0.5886467994540995,85.94
HIGH,0.6588142083968426,0.5198741021960409,0.6264503530807171,0.6129952017642046,0.555527881551656,0.7815167971688795,0.8952591942144319,0.6745006466207635,0.5473057565803382,10,4,4,0,0.5198741021960409,0.6264503530807171,0.555527881551656,76.92
LOW,0.17651348072798878,0.10738876273331276,0.15728843117873254,0.1503466380044372,0.20145976139782948,0.20019036007987792,0.2867623978238967,0.04465854723563631,0.09600605969206319,4,9,3,6,0.10738876273331276,0.15728843117873254,0.20145976139782948,19.05
HIGH,0.8168744804206518,0.7240678342091635,0.765860574456595,0.6460085270597429,0.5869427902954298,0.7133846182655469,0.9518019163887067,0.13892297805071355,0.5725943641109009,17,9,9,0,0.7240678342091635,0.765860574456595,0.5869427902954298,72.84
HIGH,0.7009304497385398,0.748213459251861,0.6908618184707775,0.7314134391029767,0.6015748948210556,0.8115655824451156,0.8836782356718068,0.7068209617793418,0.699972243430815,15,8,7,1,0.748213459251861,0.6908618184707775,0.6015748948210556,85.63
MEDIUM,0.6046540215381073,0.6618530428444171,0.4171214148107672,0.5537874033784024,0.3647977663107948,0.5056357494367849,0.5567302587742179,0.6876529668881343,0.17033500397313647,13,12,7,5,0.6618530428444171,0.4171214148107672,0.3647977663107948,43.26
HIGH,0.7924304266824125,0.8444261795643112,0.7308739893379321,0.8325926769015383,0.4513455242876229,0.7182582655671532,0.8362203308815833,0.6310259671791485,0.4516043680118678,17,10,8,2,0.8444261795643112,0.7308739893379321,0.4513455242876229,75.33
LOW,0.3037609811421666,0.2504708231941912,0.39512186936174687,0.38924446796474677,0.16803859170499172,0.1613934545875457,0.2035601369913218,0.05262910234320485,0.14365775962055818,3,8,2,6,0.2504708231941912,0.39512186936174687,0.16803859170499172,12.58
MEDIUM,0.44089821062339063,0.492867168234541,0.45194256104428415,0.5170307358813799,0.27089893865029585,0.36423319804642107,0.48110639315106196,0.1265361992047668,0.2513106115741529,11,12,6,6,0.492867168234541,0.45194256104428415,0.27089893865029585,26.32
LOW,0.04014692742340778,0.0,0.10088240810649907,0.005984385564050752,0.0,0.11062017434222728,0.09821794591589113,0.16494807999399322,0.09349895396946978,3,7,1,6,0.0,0.10088240810649907,0.0,11.42
LOW,0.34686253296698477,0.20669421731660761,0.3347743507400295,0.2952794050349141,0.29718779266027395,0.22887509882440787,0.327176825414264,0.13264262129200396,0.030202396587243288,5,7,2,5,0.20669421731660761,0.3347743507400295,0.29718779266027395,23.52
LOW,0.2129790919389571,0.21698889480044112,0.2345068165587355,0.27025596995270207,0.2121019350809229,0.1593203899479432,0.20283025206601005,0.09509505826726639,0.09301613527441946,2,6,1,5,0.21698889480044112,0.2345068165587355,0.2121019350809229,11.84
LOW,0.2813933867913024,0.2772859699084522,0.3469610074661154,0.3323500910756869,0.2812683632311195,0.14568586237421993,0.1428361092197754,0.14088994504790422,0.15903103916386915,5,5,1,4,0.2772859699084522,0.3469610074661154,0.2812683632311195,24.17
MEDIUM,0.546705691455599,0.5938063792523605,0.520831024120661,0.5378920745541176,0.4791344735549722,0.320445875407037,0.40401742077003666,0.13785661737417493,0.25232049735090023,6,9,4,5,0.5938063792523605,0.520831024120661,0.4791344735549722,30.72
MEDIUM,0.32857569136386516,0.1333942580210076,0.24645468821036082,0.3494466127492006,0.27861733078245293,0.5138420867283533,0.6241544475792108,0.47191447896862765,0.22483261193550647,11,6,4,2,0.1333942580210076,0.24645468821036082,0.27861733078245293,43.56
LOW,0.23813735643375492,0.3408430014603859,0.20089445208770726,0.3235400964423826,0.37016373921746026,0.1589671453553887,0.20644910739291522,0.14993066769407684,0.025557736904121005,5,10,2,8,0.3408430014603859,0.20089445208770726,0.37016373921746026,7.35
HIGH,0.7280472738844604,0.7593100971065285,0.7930088531456823,0.769559234604419,0.495734309101838,0.8511718022251512,0.966663708434411,0.8723712179049228,0.4834966679176004,15,8,8,0,0.7593100971065285,0.7930088531456823,0.495734309101838,90.6
MEDIUM,0.41912457270128867,0.4297994653280642,0.4015089139057735,0.38841287479121955,0.3166043295755616,0.35829787175522104,0.4323636191458325,0.3029446127113135,0.19145388862729434,9,9,4,5,0.4297994653280642,0.4015089139057735,0.3166043295755616,26.91
MEDIUM,0.4235129693068382,0.515024582952649,0.3882319840793639,0.4743165665413889,0.2259383499839574,0.6008018310566043,0.672135760056985,0.5574611200007216,0.43014075511134503,14,11,7,4,0.515024582952649,0.3882319840793639,0.2259383499839574,50.52
MEDIUM,0.31535371633385956,0.2670946649928034,0.19569765957248986,0.4002452463118412,0.0698943746948674,0.2141989938683445,0.2830236489278955,0.1305214638209678,0.0914025587370683,5,9,3,6,0.2670946649928034,0.19569765957248986,0.0698943746948674,6.37
HIGH,0.7017112028447047,0.5521285550458167,0.6446151089670628,0.6957401026868648,0.4555155146443045,0.8628733592666789,0.873641341835781,0.8858573957472224,0.8075853750788289,14,7,6,1,0.5521285550458167,0.6446151089670628,0.4555155146443045,83.07
MEDIUM,0.4436065746276189,0.4924618640855704,0.620559314643316,0.30655690606119324,0.2598166355359528,0.5967689076856885,0.781171476604226,0.24559088794683298,0.39473922066893075,13,9,7,2,0.4924618640855704,0.620559314643316,0.2598166355359528,64.44
LOW,0.025417021458009573,0.0,0.2003012507854987,0.0,0.06747257193966402,0.03419099650239861,0.0,0.0,0.17095498251199304,1,8,0,8,0.0,0.2003012507854987,0.06747257193966402,0.0
HIGH,0.7693405886226637,0.746688799050058,0.6475913746615715,0.7717557197834864,0.5966632135768775,0.7759224137781775,0.8839461047899702,0.6731985366624843,0.5545752178584931,16,7,6,1,0.746688799050058,0.6475913746615715,0.5966632135768775,87.84
MEDIUM,0.5448875206307212,0.4908796781318482,0.595784524756304,0.5821248348176449,0.3104503851969853,0.47844537339470694,0.48035308936908455,0.48593862052950804,0.46522897833677307,11,4,2,2,0.4908796781318482,0.595784524756304,0.3104503851969853,57.93
MEDIUM,0.42111400519704023,0.45234868113457166,0.36986877634432264,0.40689840360130664,0.14727710849403022,0.39806900449388183,0.28877155643974595,0.8164613269411768,0.3075690262089945,10,8,2,6,0.45234868113457166,0.36986877634432264,0.14727710849403022,27.88
MEDIUM,0.4609426432762021,0.4452115810720449,0.40076642506064375,0.4993017467341257,0.3414963194801558,0.5194709180425674,0.6089361657615541,0.49100896240396713,0.27953713052420787,14,8,5,3,0.4452115810720449,0.40076642506064375,0.3414963194801558,45.15
LOW,0.25555387020574805,0.20520586261580648,0.16936579362227216,0.32637291157314163,0.16441087076810784,0.08772231023069843,0.048372313084178914,0.29349461190095544,0.0,2,8,0,8,0.20520586261580648,0.16936579362227216,0.16441087076810784,9.22
MEDIUM,0.5483129778395244,0.5469220669349877,0.6563616001600707,0.5139358644472104,0.22336464887307528,0.4276119084009911,0.5856274079540299,0.2994885039081608,0.08168881423470538,8,6,4,2,0.5469220669349877,0.6563616001600707,0.22336464887307528,59.4
MEDIUM,0.40827178046487184,0.4459413588546509,0.24511499007606818,0.3630792915730317,0.32588978422624654,0.45239022656830385,0.5748064459593203,0.24212877081927833,0.29540302414428,9,9,5,4,0.4459413588546509,0.24511499007606818,0.32588978422624654,38.77
MEDIUM,0.5903286389850946,0.6312278766194689,0.7274130220435012,0.6565291456222999,0.5873258919276635,0.3324644131493001,0.44921284506697307,0.03151722543089024,0.28316630511469115,10,8,4,4,0.6312278766194689,0.7274130220435012,0.5873258919276635,27.4
MEDIUM,0.4986215239251464,0.5066297242438951,0.4848991521460507,0.527307000181654,0.45694482983880014,0.5799490826220134,0.7803618206833993,0.3565614414912169,0.20209850956865225,12,11,9,2,0.5066297242438951,0.4848991521460507,0.45694482983880014,66.85
MEDIUM,0.6287278549714644,0.6835591234493112,0.4597286517604392,0.5455981884854209,0.47079832054933096,0.4012879713367227,0.44865295021736007,0.28694402433242255,0.37353698169911104,7,8,4,4,0.6835591234493112,0.4597286517604392,0.47079832054933096,45.48
MEDIUM,0.42012048684245235,0.4770217815708262,0.4277242518902594,0.526629382235672,0.30920512934546757,0.520174746549345,0.748589149987102,0.0,0.35510628278541945,6,7,5,2,0.4770217815708262,0.4277242518902594,0.30920512934546757,53.83
MEDIUM,0.20922279730890342,0.26646244813422065,0.2567546410213782,0.1513770767762907,0.06292556341991586,0.29908725297730715,0.3114137163102389,0.28249362055260707,0.27870149540321204,9,10,3,7,0.26646244813422065,0.2567546410213782,0.06292556341991586,9.59
LOW,0.1745954580596087,0.09980936096645306,0.0474348785578185,0.2245797248616493,0.1668565355896728,0.1882597591600183,0.2668122833937089,0.027175556650823652,0.11368638896814115,1,5,1,4,0.09980936096645306,0.0474348785578185,0.1668565355896728,8.37
LOW,0.03711821040606378,0.0,0.007886783519404892,0.1137997090388872,0.0,0.1710342039623517,0.21686903393540938,0.12453926406340808,0.08002465394212213,3,9,2,7,0.0,0.007886783519404892,0.0,0.0
HIGH,0.8504764901997609,0.9179101498219131,0.9385078653960527,0.7044036217165799,0.5004639546104755,0.8275531092672961,0.8751118744257511,1.0,0.5124299230592267,21,9,8,1,0.9179101498219131,0.9385078653960527,0.5004639546104755,93.6
HIGH,0.7424798630666045,0.7405974131836277,0.6464772366485148,0.5263867499877632,0.6479201523501958,0.6862346429648662,0.8506801770993969,0.27657736100578856,0.6025553225203516,18,9,8,1,0.7405974131836277,0.6464772366485148,0.6479201523501958,82.04
HIGH,0.6125018293331658,0.5870055678613679,0.6782330440575788,0.44429070982817487,0.4415719141423417,0.8773815834918937,0.9745697459584536,0.8281712894036279,0.63502739018048,16,10,10,0,0.5870055678613679,0.6782330440575788,0.4415719141423417,91.95
HIGH,0.8334651271678004,0.7394943690147304,0.6931589796007085,0.9763753419682516,0.4907734055555087,0.8047267180430356,0.8751320876293528,0.7554909280924977,0.642746399234622,20,10,9,1,0.7394943690147304,0.6931589796007085,0.4907734055555087,81.36
LOW,0.27225560564001344,0.1270528143451159,0.38575039297228164,0.07328955663519046,0.2940204876073943,0.13661737921029468,0.1239068038330611,0.1705509481283539,0.1408155364239362,3,8,1,7,0.1270528143451159,0.38575039297228164,0.2940204876073943,9.33
HIGH,0.918527176211538,0.811228056960748,0.6634754699764838,0.8852732348558648,0.5945664333566738,0.745757589484631,0.8697945459681621,0.4647122092144776,0.654692100304191,14,5,4,1,0.811228056960748,0.6634754699764838,0.5945664333566738,90.85
HIGH,0.7487143275825924,0.8246557080407895,0.7529995501631442,0.7209945984845402,0.5727370731703011,0.8033073940167542,0.9480292990089593,0.8279362042437506,0.34451286881314264,17,8,8,0,0.8246557080407895,0.7529995501631442,0.5727370731703011,89.38
LOW,0.1725587318842918,0.11421729332761713,0.2203158146783794,0.16189934652485508,0.26343777853133454,0.3113893593682306,0.4127543664979386,0.20007110486348895,0.11861259248384828,7,12,5,7,0.11421729332761713,0.2203158146783794,0.26343777853133454,12.93
MEDIUM,0.3655798125058659,0.3650702327190612,0.4026267577988474,0.25236725734699245,0.2110132759973397,0.5042794959717853,0.5819276520921095,0.4787252538321764,0.2968892697504214,9,8,5,3,0.3650702327190612,0.4026267577988474,0.2110132759973397,40.01
LOW,0.25105511151899945,0.2695593748935483,0.18314916059403535,0.2321301520351439,0.3269224123509804,0.17952254369230997,0.2653109879115874,0.08374669566435944,0.017933059062428255,4,7,2,5,0.2695593748935483,0.18314916059403535,0.3269224123509804,13.58
LOW,0.23879855843888145,0.20917964945738665,0.19791016648747503,0.4025576690220548,0.11151225871442857,0.041346311744476,0.04499555656425231,0.0,0.07174488902962306,0,10,0,10,0.20917964945738665,0.19791016648747503,0.11151225871442857,11.54
HIGH,0.8109558066746742,0.750338116072469,0.7515784684410909,0.818239462941072,0.6159245313067615,0.7972323332668713,0.8856834205947237,0.708493090136157,0.6206183144140279,13,5,4,1,0.750338116072469,0.7515784684410909,0.6159245313067615,83.11
LOW,0.24068777285183487,0.2003046180052538,0.08028156195488809,0.22176628070508886,0.062040837870453114,0.1918498424822177,0.2595598377419055,0.18056969918537202,0.0,4,6,2,4,0.2003046180052538,0.08028156195488809,0.062040837870453114,4.17
MEDIUM,0.5759179841834666,0.5629567334720077,0.5140050562219927,0.3910725741454416,0.48454511840453673,0.707375011594506,0.8503805468014533,0.7091302396670306,0.2766031779011394,14,6,5,1,0.5629567334720077,0.5140050562219927,0.48454511840453673,71.94
LOW,0.23027517032969452,0.23771544746407908,0.31255627460829705,0.315528615852144,0.10892385075962989,0.06799732029858065,0.08922650343362891,0.0,0.07230709119201648,2,6,1,5,0.23771544746407908,0.31255627460829705,0.10892385075962989,1.83
HIGH,0.7811966095751881,0.8129769839778876,0.7718614047802556,0.9161106636500088,0.620652518335935,0.764109661026293,0.8667311317004687,0.575749346809574,0.6446055632204843,14,8,7,1,0.8129769839778876,0.7718614047802556,0.620652518335935,87.72
MEDIUM,0.5917666641607014,0.7151865842818586,0.7573025145252608,0.7301633869865336,0.4483028430884632,0.3715023195143734,0.5187358187063539,0.0,0.3013041414528054,8,9,5,4,0.7151865842818586,0.7573025145252608,0.4483028430884632,24.96
HIGH,0.7645332048856681,0.6824600020885552,0.7777885045046442,0.7990633649560082,0.6469700075225421,0.8292971346585502,1.0,0.5744347874778667,0.5720508858148843,18,8,8,0,0.6824600020885552,0.7777885045046442,0.6469700075225421,89.11
LOW,0.0,0.033441686257839415,0.0389928807219387,0.0,0.0,0.16824435132927848,0.19268046670716396,0.028943923731002533,0.23423643279389791,2,9,2,7,0.033441686257839415,0.0389928807219387,0.0,0.0
LOW,0.26961491937436466,0.2523527712820814,0.3179089579468133,0.2417532770972995,0.29545197107887144,0.19147330817547817,0.31912218029246364,0.0,0.0,6,12,4,8,0.2523527712820814,0.3179089579468133,0.29545197107887144,5.73
HIGH,0.7207772065610121,0.62939197521115,0.6954406155270242,0.7169948713929515,0.4955002057062369,0.8925798090575878,0.9901230625425994,1.0,0.49252985766014096,19,6,6,0,0.62939197521115,0.6954406155270242,0.4955002057062369,99.34
LOW,0.2850358892014213,0.2180650417986918,0.2867375986494311,0.1920805066174088,0.2006083284889196,0.19222668525475073,0.18602540255412806,0.1608122899162077,0.24224492869516187,2,7,1,6,0.2180650417986918,0.2867375986494311,0.2006083284889196,11.75
HIGH,0.7201900088256737,0.7075961840028533,0.8392072040893819,0.7310871720150989,0.4936533796660249,0.680703244890096,0.8377835098535223,0.30065786253176074,0.5895078323581525,13,8,7,1,0.7075961840028533,0.8392072040893819,0.4936533796660249,68.92
HIGH,0.6375499475590823,0.5740850905071436,0.6699564812474708,0.6194850114350543,0.3871856041485817,0.7556279457870018,0.8310662379410478,0.6240029868474929,0.6609380282643723,17,8,7,1,0.5740850905071436,0.6699564812474708,0.3871856041485817,72.29
HIGH,0.7490414035180132,0.7698574820438419,0.8001237638588039,0.7364003045962263,0.5427357645395614,0.7027360672576665,0.8608835660896524,0.3398893357328938,0.5911403022864813,15,9,8,1,0.7698574820438419,0.8001237638588039,0.5427357645395614,83.11
LOW,0.022861558813531337,0.0,0.0,0.04990446725278534,0.0,0.23537401241907513,0.31816270309949335,0.19637988025594605,0.02600207254094961,5,6,2,4,0.0,0.0,0.0,11.12
MEDIUM,0.483800504403547,0.3079932569760858,0.43991921561164604,0.5712930490352455,0.639637366424419,0.3762974076058295,0.5141764248776549,0.1005768243259909,0.238380939070192,7,8,4,4,0.3079932569760858,0.43991921561164604,0.639637366424419,26.92
HIGH,0.7395577266225242,0.7260050114980164,0.6690295026150815,0.6859527266476606,0.4763045536687236,0.7191889970749368,0.8200458881932626,0.5085710007224471,0.6272363200724489,12,8,7,1,0.7260050114980164,0.6690295026150815,0.4763045536687236,78.9
MEDIUM,0.2840240443503363,0.25479372386122456,0.2206561380257132,0.3381765010767068,0.1616516084404699,0.4103593944431638,0.5390839999171059,0.31216111603154856,0.12238385643295287,12,11,6,5,0.25479372386122456,0.2206561380257132,0.1616516084404699,22.46
HIGH,0.7974117914847387,0.8018710725053461,0.9219521264181859,1.0,0.5455760804481787,0.6593364112989226,0.8533976205567309,0.45211814959585517,0.28437104522856554,17,10,9,1,0.8018710725053461,0.9219521264181859,0.5455760804481787,84.21
MEDIUM,0.3202835724082775,0.24581843682866228,0.4598585235643121,0.31467836042478936,0.15816974697392383,0.39646563834605475,0.39322400576436767,0.32170884391977755,0.4809473305173932,9,9,4,5,0.24581843682866228,0.4598585235643121,0.15816974697392383,34.94
HIGH,0.7334122210722523,0.9555017936751431,0.7136183686247717,0.8212545008449879,0.4740888942463639,0.8244740771875497,0.9722278749135537,0.6003225632870448,0.6053641979100426,25,13,13,0,0.9555017936751431,0.7136183686247717,0.4740888942463639,86.92
MEDIUM,0.47258744454038715,0.39194724441442574,0.5435455523993498,0.5415376557155743,0.312847666586912,0.6742252399570363,0.7995297980325564,0.6545792138739984,0.31795759181351435,13,9,7,2,0.39194724441442574,0.5435455523993498,0.312847666586912,59.03
HIGH,0.6521663010279002,0.6438151918874355,0.5193369212954965,0.69831141902759,0.5587292377721575,0.66565844004085,0.8993665812072541,0.11055158831229885,0.5196408682701884,10,5,4,1,0.6438151918874355,0.5193369212954965,0.5587292377721575,78.79
HIGH,0.6183637475112641,0.6847293164596555,0.5622096579473712,0.5560893333375101,0.6360952401186376,0.8474067645539655,0.930270991472842,0.8368604822063952,0.6093603661449063,21,8,7,1,0.6847293164596555,0.5622096579473712,0.6360952401186376,92.42
MEDIUM,0.4457619172575544,0.44230601738568015,0.4114197384325745,0.5242467676154294,0.3377221103321938,0.7100560726786259,0.8388209296664169,0.5700532818592206,0.46376429253465873,9,6,5,1,0.44230601738568015,0.4114197384325745,0.3377221103321938,55.95
MEDIUM,0.33393884566418297,0.25890409772732204,0.24423041227213854,0.5541810231744833,0.2195340009983157,0.4850874303685872,0.6294832024838597,0.12187653640095948,0.4151110079903974,5,4,3,1,0.25890409772732204,0.24423041227213854,0.2195340009983157,36.57
MEDIUM,0.35483012230953687,0.47674997039719025,0.3950879786636508,0.2996618482227942,0.3481427933235259,0.42248649863570736,0.4910073143090414,0.23191267255197748,0.4074978776994353,6,3,1,2,0.47674997039719025,0.3950879786636508,0.3481427933235259,34.39
LOW,0.39581369349227224,0.3533166717506875,0.4722868641132636,0.4181532718254741,0.31536868797954787,0.16035446163218245,0.16993492906075022,0.0697284497657102,0.22223907121295142,3,10,2,8,0.3533166717506875,0.4722868641132636,0.31536868797954787,9.64
LOW,0.2981495270050785,0.39244486897839115,0.34254501516635305,0.16880785250840513,0.28408257695642636,0.28900561046259643,0.3564293844323484,0.11735565456780371,0.25838424444813335,5,5,2,3,0.39244486897839115,0.34254501516635305,0.28408257695642636,22.82
HIGH,0.7612860855741027,0.905394550915121,0.8012627728307606,0.7289656041292698,0.4837932386597691,0.7798931460826882,0.8799858207189791,0.5478551917548297,0.7116530765016743,16,11,10,1,0.905394550915121,0.8012627728307606,0.4837932386597691,82.06
LOW,0.12187047181993528,0.15693047118584277,0.23873853884617552,0.19321519053619657,0.22001616916815508,0.09675010756450757,0.11378385829572088,0.10365077727666687,0.03874818565870834,3,8,1,7,0.15693047118584277,0.23873853884617552,0.22001616916815508,6.97
LOW,0.2688977163945762,0.20008412736730574,0.16072389924863878,0.3104993188510026,0.3382805123623246,0.1715710801584148,0.1970249747518109,0.0,0.2667804765366412,3,9,2,7,0.20008412736730574,0.16072389924863878,0.3382805123623246,3.32
HIGH,0.7686884162195553,0.8089300738638391,0.7142974459673607,0.7641231935829553,0.4764812211500121,0.8632109222990532,1.0,0.8289747957272225,0.4870798157680431,18,6,6,0,0.8089300738638391,0.7142974459673607,0.4764812211500121,86.5
HIGH,0.5864785866439557,0.5055658886822163,0.5994921988487977,0.5651283108165939,0.6601864492528384,0.7256010876791638,0.947540274613425,0.41966096371759737,0.36572365083794645,17,9,9,0,0.5055658886822163,0.5994921988487977,0.6601864492528384,80.67
HIGH,0.5017479690305666,0.4201940251571641,0.4477254045499963,0.5371109241000257,0.245948335336522,0.734037701716998,0.9122254075166861,0.3827700357575173,0.5507422502774144,19,9,8,1,0.4201940251571641,0.4477254045499963,0.245948335336522,69.48
HIGH,0.8493005086958159,0.834646265799192,0.9111858501439316,0.8002688470022042,0.6035881820763124,0.7737214116381539,0.8358985652337644,0.7144519910698418,0.6464593714196342,15,7,6,1,0.834646265799192,0.9111858501439316,0.6035881820763124,83.56
HIGH,0.5482056312664515,0.5764613447385504,0.5395898571368568,0.5378968799512052,0.43585098334463995,0.778331875526213,0.9528600281944329,0.6177996216825603,0.41527967136520577,18,7,7,0,0.5764613447385504,0.5395898571368568,0.43585098334463995,75.18
HIGH,0.6215613514164876,0.6709871762369618,0.6038291589715232,0.6817786937182585,0.5230265257353974,0.8062914254868415,0.8749728199771852,0.8399294969672197,0.566609170535432,15,9,8,1,0.6709871762369618,0.6038291589715232,0.5230265257353974,73.2
MEDIUM,0.41176143331157167,0.4209095139238739,0.4241814593148496,0.43462118905487185,0.21973854419148303,0.58611440718302,0.6537044445662258,0.7118576887103182,0.2576010135061048,11,7,5,2,0.4209095139238739,0.4241814593148496,0.21973854419148303,53.89
HIGH,0.526967158691679,0.41042700889554523,0.6085823698490745,0.629510681901549,0.5288659698799727,0.7407140051634852,0.9181043551023501,0.4518188984092377,0.4974380621011382,11,5,5,0,0.41042700889554523,0.6085823698490745,0.5288659698799727,71.64
